,majorGroup,scientificName,kingdomName,image_inaturalist,licence,assessmentId,internalTaxonId,phylumName,orderName,className,familyName,genusName,speciesName,authority,redlistCategory,populationTrend,scopes
605,Mammals,Notiosorex crawfordi,ANIMALIA,https://www.inaturalist.org/photos/69972436,"(c) naturegirlkh, some rights reserved (CC BY-NC)",115187458,41456,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Notiosorex,crawfordi,"(Coues, 1877)",Least Concern,Stable,Global
606,Mammals,Otomys sloggetti,ANIMALIA,https://www.inaturalist.org/photos/9026453,"(c) markus lilje, some rights reserved (CC BY-NC-ND)",110019838,15659,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Otomys,sloggetti,"Thomas, 1902",Least Concern,Increasing,Global
607,Mammals,Neophoca cinerea,ANIMALIA,https://www.inaturalist.org/photos/12819154,"(c) Katya, some rights reserved (CC BY)",45228341,14549,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Neophoca,cinerea,"(P√©ron, 1816)",Endangered,Decreasing,Global
608,Mammals,Cannomys badius,ANIMALIA,https://www.inaturalist.org/photos/155302292,"(c) Binturong27, some rights reserved (CC BY-NC)",115066803,3759,CHORDATA,RODENTIA,MAMMALIA,SPALACIDAE,Cannomys,badius,"(Hodgson, 1841)",Least Concern,Unknown,Global
609,Mammals,Erinaceus amurensis,ANIMALIA,https://www.inaturalist.org/photos/216702837,"(c) Zinogre, some rights reserved (CC BY-SA)",115174360,40604,CHORDATA,EULIPOTYPHLA,MAMMALIA,ERINACEIDAE,Erinaceus,amurensis,"Schrenk, 1859",Least Concern,Stable,Global
610,Mammals,Galemys pyrenaicus,ANIMALIA,https://www.inaturalist.org/photos/288987,"(c) David Perez, some rights reserved (CC BY)",114145177,8826,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Galemys,pyrenaicus,"(E. Geoffroy St. Hilaire, 1811)",Vulnerable,Decreasing,"Global, Europe & Mediterranean"
611,Mammals,Macronycteris vittatus,ANIMALIA,https://www.inaturalist.org/photos/189366,"(c) Jakob Fahr, some rights reserved (CC BY-NC)",22050985,135485,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Macronycteris,vittatus,"Peters, 1852",Near Threatened,Decreasing,Global
612,Mammals,Ammotragus lervia,ANIMALIA,https://www.inaturalist.org/photos/123445608,"(c) Lena Zappia, some rights reserved (CC BY-NC)",3288917,1151,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Ammotragus,lervia,"(Pallas, 1777)",Vulnerable,Decreasing,Global
613,Mammals,Epomophorus wahlbergi,ANIMALIA,https://www.inaturalist.org/photos/171391308,"(c) Mahomed Desai, some rights reserved (CC BY)",22116891,7906,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Epomophorus,wahlbergi,"(Sundevall, 1846)",Least Concern,Stable,Global
614,Mammals,Callithrix aurita,ANIMALIA,https://www.inaturalist.org/photos/215297321,"(c) Tomaz Nascimento de Melo, some rights reserved (CC BY-NC-ND)",191700629,3570,CHORDATA,PRIMATES,MAMMALIA,CALLITRICHIDAE,Callithrix,aurita,"(√â. Geoffroy in Humboldt, 1812)",Endangered,Decreasing,Global
615,Mammals,Plagiodontia aedium,ANIMALIA,https://www.inaturalist.org/photos/13185836,"(c) Pedro Genaro Rodriguez, some rights reserved (CC BY-NC)",7086930,17460,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Plagiodontia,aedium,"F. Cuvier, 1836",Endangered,Decreasing,Global
616,Mammals,Zenkerella insignis,ANIMALIA,https://www.inaturalist.org/photos/56643840,"(c) Dolapo Adejumo, some rights reserved (CC BY-NC)",22183548,23204,CHORDATA,RODENTIA,MAMMALIA,ANOMALURIDAE,Zenkerella,insignis,"Matschie, 1898",Least Concern,Unknown,Global
617,Mammals,Rhinolophus keyensis,ANIMALIA,https://www.inaturalist.org/photos/109108426,"(c) Manuel Ruedi, some rights reserved (CC BY-NC)",21992519,19577,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,keyensis,"Andersen, 1905",Data Deficient,Unknown,Global
618,Mammals,Canis lupus,ANIMALIA,https://www.inaturalist.org/photos/91802132,"(c) Josh More, some rights reserved (CC BY-NC-ND)",163508960,3746,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Canis,lupus,"Linnaeus, 1758",Least Concern,Stable,Global
619,Mammals,Trichechus manatus,ANIMALIA,https://www.inaturalist.org/photos/17174106,"(c) U.S. Fish and Wildlife Service Headquarters, some rights reserved (CC BY)",9356917,22103,CHORDATA,SIRENIA,MAMMALIA,TRICHECHIDAE,Trichechus,manatus,"Linnaeus, 1758",Vulnerable,Decreasing,Global
620,Mammals,Burramys parvus,ANIMALIA,https://www.inaturalist.org/photos/109581343,"(c) Simon Gorta, some rights reserved (CC BY-NC)",9775825,3339,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Burramys,parvus,"Broom, 1896",Critically Endangered,Decreasing,Global
621,Mammals,Phascogale tapoatafa,ANIMALIA,https://www.inaturalist.org/photos/54283347,"(c) Kat Milligan, some rights reserved (CC BY-NC)",166495589,16890,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Phascogale,tapoatafa,"(Meyer, 1793)",Near Threatened,Decreasing,Global
622,Mammals,Cynocephalus volans,ANIMALIA,https://www.inaturalist.org/photos/51885088,"(c) hdmiller, some rights reserved (CC BY-NC)",12410826,6081,CHORDATA,DERMOPTERA,MAMMALIA,CYNOCEPHALIDAE,Cynocephalus,volans,"(Linnaeus, 1758)",Least Concern,Stable,Global
623,Mammals,Tayassu pecari,ANIMALIA,https://www.inaturalist.org/photos/32700946,"(c) birdwatcher, some rights reserved (CC BY-NC)",44051115,41778,CHORDATA,CETARTIODACTYLA,MAMMALIA,TAYASSUIDAE,Tayassu,pecari,"(Link, 1795)",Vulnerable,Decreasing,Global
624,Mammals,Dama dama,ANIMALIA,https://www.inaturalist.org/photos/169989920,"(c) Hedwig.cz, some rights reserved (CC BY-NC)",10656554,42188,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Dama,dama,"(Linnaeus, 1758)",Least Concern,Unknown,Global & Mediterranean
625,Mammals,Ctenodactylus gundi,ANIMALIA,https://www.inaturalist.org/photos/106974410,"(c) Aissa Djamel Filali, some rights reserved (CC BY-SA)",11701789,5792,CHORDATA,RODENTIA,MAMMALIA,CTENODACTYLIDAE,Ctenodactylus,gundi,"(Rothmann, 1776)",Least Concern,Unknown,Global & Mediterranean
626,Mammals,Myoprocta pratti,ANIMALIA,https://www.inaturalist.org/photos/195155,"(c) Joachim S. M¸ller, some rights reserved (CC BY-NC-SA)",22198733,136663,CHORDATA,RODENTIA,MAMMALIA,DASYPROCTIDAE,Myoprocta,pratti,"(Pocock, 1913)",Least Concern,Stable,Global
627,Mammals,Glis glis,ANIMALIA,https://www.inaturalist.org/photos/134517330,"(c) Karol Tabarelli de Fatis, some rights reserved (CC BY-NC)",197292692,39316,CHORDATA,RODENTIA,MAMMALIA,GLIRIDAE,Glis,glis,"(Linnaeus, 1766)",Least Concern,Unknown,Global
628,Mammals,Enhydra lutris,ANIMALIA,https://www.inaturalist.org/photos/173090799,"(c) Andrea Kreuzhage, some rights reserved (CC BY-NC)",21939518,7750,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Enhydra,lutris,"(Linnaeus, 1758)",Endangered,Decreasing,Global
629,Mammals,Cricetomys gambianus,ANIMALIA,https://www.inaturalist.org/photos/30486177,"(c) Lorenzo Vinciguerra, some rights reserved (CC BY-NC)",50534302,112169507,CHORDATA,RODENTIA,MAMMALIA,NESOMYIDAE,Cricetomys,gambianus,"Waterhouse, 1840",Least Concern,Stable,Global
630,Mammals,Ursus thibetanus,ANIMALIA,https://www.inaturalist.org/photos/9815851,"(c) Dr. Raju Kasambe, some rights reserved (CC BY-SA)",166528664,22824,CHORDATA,CARNIVORA,MAMMALIA,URSIDAE,Ursus,thibetanus,"G. [Baron] Cuvier, 1823",Vulnerable,Decreasing,Global
631,Mammals,Microcebus berthae,ANIMALIA,https://www.inaturalist.org/photos/23901642,"(c) Janne Asp, some rights reserved (CC BY-NC)",115579496,41573,CHORDATA,PRIMATES,MAMMALIA,CHEIROGALEIDAE,Microcebus,berthae,"Rasoloarison, Goodman &amp; Ganzhorn, 2000",Critically Endangered,Decreasing,Global
632,Mammals,Aotus brumbacki,ANIMALIA,https://www.inaturalist.org/photos/196928651,"(c) feelthewildtusk, some rights reserved (CC BY-NC)",17923405,39915,CHORDATA,PRIMATES,MAMMALIA,AOTIDAE,Aotus,brumbacki,"Hershkovitz, 1983",Vulnerable,Decreasing,Global
633,Mammals,Alouatta caraya,ANIMALIA,https://www.inaturalist.org/photos/98333777,"(c) Isis Ib·Òez, some rights reserved (CC BY-NC)",190414715,41545,CHORDATA,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,caraya,"(Humboldt, 1812)",Near Threatened,Decreasing,Global
634,Mammals,Sapajus robustus,ANIMALIA,https://www.inaturalist.org/photos/53250085,"(c) feelthewildtusk, some rights reserved (CC BY-NC)",192592444,42697,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Sapajus,robustus,"(Kuhl, 1820)",Endangered,Decreasing,Global
635,Mammals,Macaca nigra,ANIMALIA,https://www.inaturalist.org/photos/47142577,"(c) terence zahner, some rights reserved (CC BY-NC)",17950422,12556,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,nigra,"(Desmarest, 1822)",Critically Endangered,Decreasing,Global
636,Mammals,Paragalago zanzibaricus,ANIMALIA,https://www.inaturalist.org/photos/5219899,"(c) Martin Grimm, some rights reserved (CC BY-NC)",179843811,8790,CHORDATA,PRIMATES,MAMMALIA,GALAGIDAE,Paragalago,zanzibaricus,"(Matschie, 1893)",Near Threatened,Decreasing,Global
637,Mammals,Hoolock hoolock,ANIMALIA,https://www.inaturalist.org/photos/93093231,"(c) Yuwaraj Gurjar, some rights reserved (CC BY-NC)",17968083,39876,CHORDATA,PRIMATES,MAMMALIA,HYLOBATIDAE,Hoolock,hoolock,"(Harlan, 1834)",Endangered,Decreasing,Global
638,Mammals,Loris lydekkerianus,ANIMALIA,https://www.inaturalist.org/photos/51360100,"(c) John Sullivan, some rights reserved (CC BY-NC)",17970358,44722,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Loris,lydekkerianus,"Cabrera, 1908",Near Threatened,Decreasing,Global
639,Mammals,Plecturocebus toppini,ANIMALIA,https://www.inaturalist.org/photos/44455891,"(c) pfaucher, some rights reserved (CC BY-NC)",127530628,127530624,CHORDATA,PRIMATES,MAMMALIA,PITHECIIDAE,Plecturocebus,toppini,"Thomas, 1914",Least Concern,Decreasing,Global
640,Mammals,Cephalopachus bancanus,ANIMALIA,https://www.inaturalist.org/photos/104130255,"(c) Ben Tsai???, some rights reserved (CC BY-NC)",17976989,21488,CHORDATA,PRIMATES,MAMMALIA,TARSIIDAE,Cephalopachus,bancanus,"(Horsfield, 1821)",Vulnerable,Decreasing,Global
641,Mammals,Diceros bicornis,ANIMALIA,https://www.inaturalist.org/photos/156842351,"(c) Roxanne Lazarus, some rights reserved (CC BY-NC)",152728945,6557,CHORDATA,PERISSODACTYLA,MAMMALIA,RHINOCEROTIDAE,Diceros,bicornis,"(Linnaeus, 1758)",Critically Endangered,Increasing,Global
642,Mammals,Vicugna vicugna,ANIMALIA,https://www.inaturalist.org/photos/217500710,"(c) Jay, some rights reserved (CC BY-NC)",145360542,22956,CHORDATA,CETARTIODACTYLA,MAMMALIA,CAMELIDAE,Vicugna,vicugna,"(Molina, 1782)",Least Concern,Increasing,Global
643,Mammals,Choeropsis liberiensis,ANIMALIA,https://www.inaturalist.org/photos/86175734,"(c) OZinOH, some rights reserved (CC BY-NC)",18567171,10032,CHORDATA,CETARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,"(Morton, 1849)",Endangered,Decreasing,Global
644,Mammals,Dendrohyrax arboreus,ANIMALIA,https://www.inaturalist.org/photos/190320767,"(c) Floyd E. Hayes, some rights reserved (CC BY-NC)",21282806,6409,CHORDATA,HYRACOIDEA,MAMMALIA,PROCAVIIDAE,Dendrohyrax,arboreus,"(A. Smith, 1827)",Least Concern,Decreasing,Global
645,Mammals,Chrysochloris asiatica,ANIMALIA,https://www.inaturalist.org/photos/240615559,"(c) Ryan van Huyssteen, some rights reserved (CC BY-SA)",21288387,40600,CHORDATA,AFROSORICIDA,MAMMALIA,CHRYSOCHLORIDAE,Chrysochloris,asiatica,"(Linnaeus, 1758)",Least Concern,Unknown,Global
646,Mammals,Orycteropus afer,ANIMALIA,https://www.inaturalist.org/photos/175359469,"(c) Kelly Abram, some rights reserved (CC BY)",21286437,41504,CHORDATA,TUBULIDENTATA,MAMMALIA,ORYCTEROPODIDAE,Orycteropus,afer,"(Pallas, 1766)",Least Concern,Unknown,Global
647,Mammals,Elephantulus pilicaudus,ANIMALIA,https://www.inaturalist.org/photos/117274882,"(c) Paul Carter, some rights reserved (CC BY-NC)",21291059,165924,CHORDATA,MACROSCELIDEA,MAMMALIA,MACROSCELIDIDAE,Elephantulus,pilicaudus,"Smit, 2008",Data Deficient,Unknown,Global
648,Mammals,Myrmecobius fasciatus,ANIMALIA,https://www.inaturalist.org/photos/30910020,"(c) pfaucher, some rights reserved (CC BY-NC)",21949380,14222,CHORDATA,DASYUROMORPHIA,MAMMALIA,MYRMECOBIIDAE,Myrmecobius,fasciatus,"Waterhouse, 1836",Endangered,Decreasing,Global
649,Mammals,Ailurops ursinus,ANIMALIA,https://www.inaturalist.org/photos/53959456,"(c) devinhunt78, some rights reserved (CC BY-NC)",21949654,40637,CHORDATA,DIPROTODONTIA,MAMMALIA,PHALANGERIDAE,Ailurops,ursinus,"(Temminck, 1824)",Vulnerable,Decreasing,Global
650,Mammals,Onychogalea fraenata,ANIMALIA,https://www.inaturalist.org/photos/60047372,"(c) Michael Hains, some rights reserved (CC BY-NC)",21958130,15330,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Onychogalea,fraenata,"(Gould, 1841)",Vulnerable,Stable,Global
651,Mammals,Tarsipes rostratus,ANIMALIA,https://www.inaturalist.org/photos/204830178,"(c) Steve Dew, some rights reserved (CC BY-NC)",21958924,40583,CHORDATA,DIPROTODONTIA,MAMMALIA,TARSIPEDIDAE,Tarsipes,rostratus,"Gervais &amp; Verreaux, 1842",Least Concern,Stable,Global
652,Mammals,Lasiorhinus krefftii,ANIMALIA,https://www.inaturalist.org/photos/187863878,"(c) Bradley J Hunter, some rights reserved (CC BY-NC)",21959050,11343,CHORDATA,DIPROTODONTIA,MAMMALIA,VOMBATIDAE,Lasiorhinus,krefftii,"(Owen, 1873)",Critically Endangered,Stable,Global
653,Mammals,Petaurus norfolcensis,ANIMALIA,https://www.inaturalist.org/photos/52362532,"(c) Amy Daeche, some rights reserved (CC BY-NC)",21959402,16728,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,norfolcensis,"(Kerr, 1792)",Least Concern,Decreasing,Global
654,Mammals,Aepyprymnus rufescens,ANIMALIA,https://www.inaturalist.org/photos/145812136,"(c) awmccutcheon, some rights reserved (CC BY-NC)",21961456,40558,CHORDATA,DIPROTODONTIA,MAMMALIA,POTOROIDAE,Aepyprymnus,rufescens,"(Gray, 1837)",Least Concern,Unknown,Global
655,Mammals,Petauroides volans,ANIMALIA,https://www.inaturalist.org/photos/226285809,"(c) tommyknocker, some rights reserved (CC BY-NC)",166500472,40579,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Petauroides,volans,"(Kerr, 1792)",Vulnerable,Decreasing,Global
656,Mammals,Hypsiprymnodon moschatus,ANIMALIA,https://www.inaturalist.org/photos/165072574,"(c) Jennifer Wright, some rights reserved (CC BY-NC)",21963734,40559,CHORDATA,DIPROTODONTIA,MAMMALIA,HYPSIPRYMNODONTIDAE,Hypsiprymnodon,moschatus,"Ramsay, 1876",Least Concern,Stable,Global
657,Mammals,Acrobates pygmaeus,ANIMALIA,https://www.inaturalist.org/photos/195220083,"(c) James Bennett, some rights reserved (CC BY-NC)",21963834,40584,CHORDATA,DIPROTODONTIA,MAMMALIA,ACROBATIDAE,Acrobates,pygmaeus,"(Shaw, 1794)",Least Concern,Stable,Global
658,Mammals,Ornithorhynchus anatinus,ANIMALIA,https://www.inaturalist.org/photos/187603213,"(c) Dash Huang, some rights reserved (CC BY-NC-SA)",21964009,40488,CHORDATA,MONOTREMATA,MAMMALIA,ORNITHORHYNCHIDAE,Ornithorhynchus,anatinus,"(Shaw, 1799)",Near Threatened,Decreasing,Global
659,Mammals,Tachyglossus aculeatus,ANIMALIA,https://www.inaturalist.org/photos/9779244,"(c) Faunaverse, some rights reserved (CC BY-NC)",21964662,41312,CHORDATA,MONOTREMATA,MAMMALIA,TACHYGLOSSIDAE,Tachyglossus,aculeatus,"(Shaw, 1792)",Least Concern,Stable,Global
660,Mammals,Isoodon macrourus,ANIMALIA,https://www.inaturalist.org/photos/56614032,"(c) Brett Vercoe, some rights reserved (CC BY-NC)",21966494,40552,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Isoodon,macrourus,"(Gould, 1842)",Least Concern,Stable,Global
661,Mammals,Macrotis lagotis,ANIMALIA,https://www.inaturalist.org/photos/30690836,"(c) pfaucher, some rights reserved (CC BY-NC)",21967189,12650,CHORDATA,PERAMELEMORPHIA,MAMMALIA,THYLACOMYIDAE,Macrotis,lagotis,"(Reid, 1837)",Vulnerable,Decreasing,Global
662,Mammals,Amorphochilus schnablii,ANIMALIA,https://www.inaturalist.org/photos/475533,"(c) JoaquÌn Ugarte, some rights reserved (CC BY-NC)",22070889,1154,CHORDATA,CHIROPTERA,MAMMALIA,FURIPTERIDAE,Amorphochilus,schnablii,"Peters, 1877",Vulnerable,Stable,Global
663,Mammals,Lonchophylla handleyi,ANIMALIA,https://www.inaturalist.org/photos/33983272,"(c) debaraj, some rights reserved (CC BY-NC)",22038809,12265,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,handleyi,"Hill, 1980",Least Concern,Unknown,Global
664,Mammals,Molossops mattogrossensis,ANIMALIA,https://www.inaturalist.org/photos/171410863,"(c) Roberto Leonan Morim Novaes, some rights reserved (CC BY-NC)",22109057,13640,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Molossops,mattogrossensis,"Vieira, 1942",Least Concern,Unknown,Global
665,Mammals,Chilonatalus tumidifrons,ANIMALIA,https://www.inaturalist.org/photos/63527657,"(c) mikeakresh, some rights reserved (CC BY-NC)",22041195,14361,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Chilonatalus,tumidifrons,"Miller, 1903",Near Threatened,Unknown,Global
666,Mammals,Thyroptera tricolor,ANIMALIA,https://www.inaturalist.org/photos/179266063,"(c) mkhayes, some rights reserved (CC BY-NC)",97207863,21879,CHORDATA,CHIROPTERA,MAMMALIA,THYROPTERIDAE,Thyroptera,tricolor,"Spix, 1823",Least Concern,Unknown,Global
667,Mammals,Saccopteryx bilineata,ANIMALIA,https://www.inaturalist.org/photos/177179545,"(c) Saul Miguel Z, some rights reserved (CC BY-NC)",22004716,19804,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Saccopteryx,bilineata,"(Temminck, 1838)",Least Concern,Unknown,Global
668,Mammals,Rhinopoma hardwickii,ANIMALIA,https://www.inaturalist.org/photos/84037555,"(c) Yves Bas, some rights reserved (CC BY)",21999269,82345477,CHORDATA,CHIROPTERA,MAMMALIA,RHINOPOMATIDAE,Rhinopoma,hardwickii,"Gray, 1831",Least Concern,Stable,Global
669,Mammals,Nycteris hispida,ANIMALIA,https://www.inaturalist.org/photos/78901314,"(c) thbecker, some rights reserved (CC BY-NC-SA)",22012843,14930,CHORDATA,CHIROPTERA,MAMMALIA,NYCTERIDAE,Nycteris,hispida,"(Schreber, 1775)",Least Concern,Stable,Global
670,Mammals,Noctilio leporinus,ANIMALIA,https://www.inaturalist.org/photos/17747656,"(c) Carolina Esteves, some rights reserved (CC BY-NC)",22019554,14830,CHORDATA,CHIROPTERA,MAMMALIA,NOCTILIONIDAE,Noctilio,leporinus,"(Linnaeus, 1758)",Least Concern,Unknown,Global
671,Mammals,Megaderma spasma,ANIMALIA,https://www.inaturalist.org/photos/30826889,"(c) vikula_bludov, some rights reserved (CC BY-NC)",22022345,12939,CHORDATA,CHIROPTERA,MAMMALIA,MEGADERMATIDAE,Megaderma,spasma,"(Linnaeus, 1758)",Least Concern,Unknown,Global
672,Mammals,Mystacina tuberculata,ANIMALIA,https://www.inaturalist.org/photos/2425217,"(c) Nga Manu Images NZ, some rights reserved (CC BY-NC-ND)",22070543,14261,CHORDATA,CHIROPTERA,MAMMALIA,MYSTACINIDAE,Mystacina,tuberculata,"Gray, 1843",Vulnerable,Decreasing,Global
673,Mammals,Miniopterus schreibersii,ANIMALIA,https://www.inaturalist.org/photos/189618981,"(c) joaopargana, some rights reserved (CC BY-NC)",195856522,81633057,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,schreibersii,"(Kuhl, 1817)",Vulnerable,Decreasing,Global
674,Mammals,Myzopoda aurita,ANIMALIA,https://www.inaturalist.org/photos/183748597,"(c) Manuel Ruedi, some rights reserved (CC BY-NC)",22073303,14288,CHORDATA,CHIROPTERA,MAMMALIA,MYZOPODIDAE,Myzopoda,aurita,"Milne-Edwards &amp; A. Grandidier, 1878",Least Concern,Unknown,Global
675,Mammals,Mormoops blainvillei,ANIMALIA,https://www.inaturalist.org/photos/184571066,"(c) Brian Oakes Haiti Hunter, some rights reserved (CC BY)",22085914,13877,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Mormoops,blainvillei,"Leach, 1821",Least Concern,Unknown,Global
676,Mammals,Didelphis virginiana,ANIMALIA,https://www.inaturalist.org/photos/12945651,"(c) Greg Hanisek, some rights reserved (CC BY-NC)",22176259,40502,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Didelphis,virginiana,"Kerr, 1792",Least Concern,Increasing,Global
677,Mammals,Caenolestes fuliginosus,ANIMALIA,https://www.inaturalist.org/photos/30599004,"(c) jorgebrito, some rights reserved (CC BY-NC)",22179949,41506,CHORDATA,PAUCITUBERCULATA,MAMMALIA,CAENOLESTIDAE,Caenolestes,fuliginosus,"(Tomes, 1863)",Least Concern,Unknown,Global
678,Mammals,Dromiciops gliroides,ANIMALIA,https://www.inaturalist.org/photos/51544520,"(c) Vicente Valdes Guzman, some rights reserved (CC BY-NC)",22180239,6834,CHORDATA,MICROBIOTHERIA,MAMMALIA,MICROBIOTHERIIDAE,Dromiciops,gliroides,"Thomas, 1894",Near Threatened,Decreasing,Global
679,Mammals,Abrocoma bennettii,ANIMALIA,https://www.inaturalist.org/photos/12257813,"(c) Ignacio DÌaz Caqueo (Vet), some rights reserved (CC BY-NC)",22182459,42656,CHORDATA,RODENTIA,MAMMALIA,ABROCOMIDAE,Abrocoma,bennettii,"Waterhouse, 1837",Least Concern,Unknown,Global
680,Mammals,Cryptomys hottentotus,ANIMALIA,https://www.inaturalist.org/photos/133758444,"(c) Kyle Finn, some rights reserved (CC BY-NC)",50535223,111932681,CHORDATA,RODENTIA,MAMMALIA,BATHYERGIDAE,Cryptomys,hottentotus,"(Lesson, 1826)",Least Concern,Stable,Global
681,Mammals,Castor fiber,ANIMALIA,https://www.inaturalist.org/photos/195035548,"(c) Lola Smirnova, some rights reserved (CC BY-NC)",197499749,4007,CHORDATA,RODENTIA,MAMMALIA,CASTORIDAE,Castor,fiber,"Linnaeus, 1758",Least Concern,Increasing,Global
682,Mammals,Dolichotis patagonum,ANIMALIA,https://www.inaturalist.org/photos/29764284,"(c) rbeunen, some rights reserved (CC BY-NC-SA)",22190337,6785,CHORDATA,RODENTIA,MAMMALIA,CAVIIDAE,Dolichotis,patagonum,"(Zimmermann, 1780)",Near Threatened,Decreasing,Global
683,Mammals,Chinchilla lanigera,ANIMALIA,https://www.inaturalist.org/photos/4119128,Public Domain,117975205,4652,CHORDATA,RODENTIA,MAMMALIA,CHINCHILLIDAE,Chinchilla,lanigera,"Bennett, 1829",Endangered,Decreasing,Global
684,Mammals,Ctenomys fulvus,ANIMALIA,https://www.inaturalist.org/photos/10034027,"(c) Lee E. Harding, some rights reserved (CC BY-NC)",22192983,5806,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,fulvus,"Philippi, 1860",Data Deficient,Unknown,Global
685,Mammals,Cuniculus taczanowskii,ANIMALIA,https://www.inaturalist.org/photos/65524280,"(c) Ronaldo S Couto, some rights reserved (CC BY-SA)",22197554,700,CHORDATA,RODENTIA,MAMMALIA,CUNICULIDAE,Cuniculus,taczanowskii,"(Stolzmann, 1865)",Near Threatened,Decreasing,Global
686,Mammals,Laonastes aenigmamus,ANIMALIA,https://www.inaturalist.org/photos/62289961,"(c) Thomas Calame, some rights reserved (CC BY-NC)",22199035,136474,CHORDATA,RODENTIA,MAMMALIA,DIATOMYIDAE,Laonastes,aenigmamus,"Jenkins, Kilpatrick, Robinson &amp; Timmins, 2005",Least Concern,Decreasing,Global
